Event;Gender;Date;Time;Athlete;Country;Meet;City;Nation
1500m freestyle;Women;19/08/1922;25:06.6;WAINWRIGHT, Helen;USA;;New York, New York;USA
1500m freestyle;Women;31/12/1925;24:07.6;MCGARY, Ethel;USA;;Coral Gables, Florida;USA
1500m freestyle;Women;15/09/1926;24:00.2;MAYNE, Edith May;GBR;;Exmouth;GBR
1500m freestyle;Women;28/07/1927;23:44.6;NORELIUS, Martha;USA;;Massapequa, Ohio;USA
1500m freestyle;Women;15/07/1931;23:17.2;MADISON, Helene;USA;;New York, New York;USA
1500m freestyle;Women;26/06/1936;22:36.7;FREDERIKSEN, Grethe Ortved;DEN;;København (Copenhagen);DEN
1500m freestyle;Women;03/07/1938;21:45.7;HVEGER ANDERSEN, Ragnhild;DEN;;Helsinki;FIN
1500m freestyle;Women;11/08/1940;21:10.1;HVEGER ANDERSEN, Ragnhild;DEN;;Helsinki;FIN
1500m freestyle;Women;20/08/1941;20:57.0;HVEGER ANDERSEN, Ragnhild;DEN;;København (Copenhagen);DEN
1500m freestyle;Women;23/07/1955;20:46.5;DE NIJS, Lenie;NED;;Utrecht;NED
1500m freestyle;Women;21/08/1956;20:22.8;KOSTER, Jans;NED;;Utrecht;NED
1500m freestyle;Women;27/07/1957;20:03.1;KOSTER, Jans;NED;;Hilversum;NED
1500m freestyle;Women;13/01/1960;19:25.7;KONRADS, Ilsa;AUS;;Sydney, New South Wales;AUS
1500m freestyle;Women;08/09/1960;19:23.6;CEDERQVIST, Jane;SWE;;Uppsala;SWE
1500m freestyle;Women;27/06/1961;19:02.8;RYLANDER, Margareta;SWE;;Uppsala;SWE
1500m freestyle;Women;16/08/1962;18:44.0;HOUSE, Carolyn;USA;;Chicago, Illinois;USA
1500m freestyle;Women;30/07/1964;18:30.5;CARETTO, Patricia;USA;USA Summer Nationals;Los Altos, California;USA
1500m freestyle;Women;12/08/1965;18:23.7;CARETTO, Patricia;USA;;Los Altos, California;USA
1500m freestyle;Women;21/08/1966;18:12.9;CARETTO, Patricia;USA;AAU Championships;Lincoln, Nebraska;USA
1500m freestyle;Women;09/07/1967;18:11.1;MEYER, Debbie;USA;Santa Clara Invitational;Santa Clara, California;USA
1500m freestyle;Women;20/08/1967;17:50.2;MEYER, Debbie;USA;AAU Championships;Philadelphia, Pennsylvania;USA
1500m freestyle;Women;21/08/1968;17:31.2;MEYER, Debbie;USA;USA Olympic Trials;Long Beach, California;USA
1500m freestyle;Women;17/08/1969;17:19.9;MEYER, Debbie;USA;AAU Championships;Louisville, Kentucky;USA
1500m freestyle;Women;28/08/1971;17:19.20;CALHOUN, Catherine;USA;AAU Championships;Houston, Texas;USA
1500m freestyle;Women;12/12/1971;17:00.6;GOULD, Shane;AUS;;Sydney, New South Wales;AUS
1500m freestyle;Women;11/02/1973;16:56.90;GOULD, Shane;AUS;Australia Championships;Adelaide;AUS
1500m freestyle;Women;25/08/1973;16:54.14;HARSHBARGER, Jo;USA;USA Nationals & World Championship Trials;Louisville, Kentucky;USA
1500m freestyle;Women;09/12/1973;16:49.90;TURRALL, Jenny;AUS;Top-level meet;Sydney, New South Wales;AUS
1500m freestyle;Women;09/01/1974;16:48.2;TURRALL, Jenny;AUS;New South Wales State Championships;Sydney, New South Wales;AUS
1500m freestyle;Women;13/07/1974;16:43.4;TURRALL, Jenny;AUS;;Sydney, New South Wales;AUS
1500m freestyle;Women;03/08/1974;16:39.28;TURRALL, Jenny;AUS;Los Angeles Invitational;Los Angeles, California;USA
1500m freestyle;Women;25/08/1974;16:33.94;TURRALL, Jenny;AUS;AAU Championships;Concord, California;USA
1500m freestyle;Women;21/08/1977;16:24.60;BROWNE, Alice;USA;AAU Championships;Mission Viejo, California;USA
1500m freestyle;Women;08/02/1978;16:14.93;WICKHAM, Tracey;AUS;Invitational;Brisbane, Queensland;AUS
1500m freestyle;Women;25/02/1979;16:06.63;WICKHAM, Tracey;AUS;Australia Championships;Perth, Western Australia;AUS
1500m freestyle;Women;19/08/1979;16:04.49;LINEHAN, Kim;USA;AAU Championships;Fort Lauderdale, Florida;USA
1500m freestyle;Women;31/07/1987;16:00.73;EVANS, Janet;USA;USA Nationals & Pan Pacific Trials;Clovis, California;USA
1500m freestyle;Women;26/03/1988;15:52.10;EVANS, Janet;USA;USA Spring Nationals;Orlando, Florida;USA
1500m freestyle;Women;17/06/2007;15:42.54;ZIEGLER, Kate;USA;TYR Meet of Champions;Mission Viejo, California;USA
1500m freestyle;Women;30/07/2013;15:36.53;LEDECKY, Katie;USA;World Championships;Barcelona;ESP
1500m freestyle;Women;19/06/2014;15:34.23;LEDECKY, Katie;USA;TWST Senior Invitational;The Woodlands, Texas;USA
1500m freestyle;Women;24/08/2014;15:28.36;LEDECKY, Katie;USA;Pan Pacific Championships;Gold Coast;AUS
1500m freestyle;Women;03/08/2015;15:27.71;LEDECKY, Katie;USA;World Championships;Kazan;RUS
1500m freestyle;Women;04/08/2015;15:25.48;LEDECKY, Katie;USA;World Championships;Kazan;RUS
1500m freestyle;Women;16/05/2018;15:20.48;LEDECKY, Katie;USA;TYR Pro Swim Series;Indianapolis, Indiana;USA
50m butterfly;Women;18/06/1999;26.54;DE BRUIJN, Inge;NED;Netherlands Championships;Amersfoort;NED
50m butterfly;Women;01/07/1999;26.39;KAMMERLING, Anna-Karin;SWE;Sweden Championships;Halmstad;SWE
50m butterfly;Women;27/07/1999;26.29;KAMMERLING, Anna-Karin;SWE;European Championships;Istanbul;TUR
50m butterfly;Women;20/05/2000;25.83;DE BRUIJN, Inge;NED;Mare Nostrum;Monte Carlo;MON
50m butterfly;Women;26/05/2000;25.64;DE BRUIJN, Inge;NED;Super Speedo Grand Prix;Sheffield, South Yorkshire, England;GBR
50m butterfly;Women;30/07/2002;25.57;KAMMERLING, Anna-Karin;SWE;European Championships;Berlin;GER
50m butterfly;Women;13/06/2007;25.46;ALSHAMMAR, Therese;SWE;Mare Nostrum;Barcelona;ESP
50m butterfly;Women;19/04/2009;25.33;VELDHUIS, Marleen;NED;Swim Cup Amsterdam;Amsterdam;NED
50m butterfly;Women;31/07/2009;25.07;ALSHAMMAR, Therese;SWE;World Championships;Roma, Lazio;ITA
50m butterfly;Women;05/07/2014;24.43;SJOSTROM, Sarah;SWE;Swedish Swimming Championships;Borås;SWE
100m butterfly;Women;31/08/1954;1:16.6;LANGENAU, Jutta;GDR;;Torino;ITA
100m butterfly;Women;14/07/1955;1:13.7;VOORBIJ, Atie;NED;;Naarden;NED
100m butterfly;Women;05/02/1956;1:11.9;VOORBIJ, Atie;NED;;Velsen;NED
100m butterfly;Women;07/07/1956;1:11.8;MANN, Shelley;USA;;Tyler, Texas;USA
100m butterfly;Women;12/11/1956;1:10.5;VOORBIJ, Atie;NED;;Hilversum;NED
100m butterfly;Women;04/08/1957;1:10.5;VOORBIJ, Atie;NED;;Rhenen;NED
100m butterfly;Women;28/06/1958;1:09.6;RAMEY, Nancy;USA;LA Herald-Examiner Meet;Los Angeles, California;USA
100m butterfly;Women;02/09/1959;1:09.1;RAMEY, Nancy;USA;Pan American Games;Chicago, Illinois;USA
100m butterfly;Women;02/04/1961;1:08.9;ANDREW, Janice;AUS;;Tokyo;JPN
100m butterfly;Women;12/08/1961;1:08.8;STEWART, Mary Pauline;CAN;;Philadelphia, Pennsylvania;USA
100m butterfly;Women;12/08/1961;1:08.2;DOERR, Susan;USA;;Philadelphia, Pennsylvania;USA
100m butterfly;Women;12/08/1961;1:07.8;DOERR, Susan;USA;;Philadelphia, Pennsylvania;USA
100m butterfly;Women;28/07/1962;1:07.3;STEWART, Mary Pauline;CAN;;Vancouver, British Columbia;CAN
100m butterfly;Women;16/08/1963;1:06.5;ELLIS, Kathleen;USA;;High Point, North Carolina;USA
100m butterfly;Women;01/09/1963;1:06.1;KOK, Ada;NED;;Soestduinen;NED
100m butterfly;Women;30/05/1964;1:05.1;KOK, Ada;NED;;Blackpool, Lancashire, England;GBR
100m butterfly;Women;16/10/1964;1:04.7;STOUDER, Sharon;USA;Olympic Games;Tokyo;JPN
100m butterfly;Women;14/08/1965;1:04.5;KOK, Ada;NED;;Budapest;HUN
100m butterfly;Women;20/08/1970;1:04.1;JONES, Alice;USA;AAU Championships;Los Angeles, California;USA
100m butterfly;Women;21/07/1972;1:03.9;AOKI, Mayumi;JPN;;Tokyo;JPN
100m butterfly;Women;31/08/1972;1:03.80;GYARMATI, Andrea;HUN;Olympic Games;München, Bavaria;FRG
100m butterfly;Women;01/09/1972;1:03.34;AOKI, Mayumi;JPN;Olympic Games;München, Bavaria;FRG
100m butterfly;Women;14/04/1973;1:03.05;ENDER, Kornelia;GDR;;Berlin;GDR
100m butterfly;Women;14/07/1973;1:02.31;ENDER, Kornelia;GDR;GDR Nationals & World Championship Trials;Berlin;GDR
100m butterfly;Women;21/08/1974;1:02.09;KOTHER-GABRIEL, Rosemarie;GDR;European Championships;Wien (Vienna);AUT
100m butterfly;Women;22/08/1974;1:01.99;KOTHER-GABRIEL, Rosemarie;GDR;European Championships;Wien (Vienna);AUT
100m butterfly;Women;01/09/1974;1:01.88;KOTHER-GABRIEL, Rosemarie;GDR;USA v GDR Dual Meet;Concord, California;USA
100m butterfly;Women;09/06/1975;1:01.33;ENDER, Kornelia;GDR;;Wittenberg;GDR
100m butterfly;Women;24/07/1975;1:01.24;ENDER, Kornelia;GDR;World Championships;Cali;COL
100m butterfly;Women;04/06/1976;1:00.13;ENDER, Kornelia;GDR;GDR Olympic Trials;Berlin;GDR
100m butterfly;Women;22/07/1976;1:00.13;ENDER, Kornelia;GDR;Olympic Games;Montréal, Québec;CAN
100m butterfly;Women;28/08/1977;59.78;KNACKE, Christiane;GDR;USA v GDR Dual Meet;Berlin;GDR
100m butterfly;Women;03/07/1978;59.46;POLLACK, Andrea;GDR;GDR Nationals & World Championship Trials;Berlin;GDR
100m butterfly;Women;11/04/1980;59.26;MEAGHER, Mary T;USA;USA Spring Nationals;Austin, Texas;USA
100m butterfly;Women;16/08/1981;57.93;MEAGHER, Mary T;USA;USA Nationals;Brown Deer, Wisconsin;USA
100m butterfly;Women;23/08/1999;57.88;THOMPSON, Jenny;USA;Pan Pacific Championships;Sydney, New South Wales;AUS
100m butterfly;Women;27/05/2000;56.69;DE BRUIJN, Inge;NED;Super Speedo Grand Prix;Sheffield, South Yorkshire, England;GBR
100m butterfly;Women;22/07/2000;56.64;DE BRUIJN, Inge;NED;;Federal Way, Washington;USA
100m butterfly;Women;17/09/2000;56.61;DE BRUIJN, Inge;NED;Olympic Games;Sydney, New South Wales;AUS
100m butterfly;Women;26/07/2009;56.44;SJOSTROM, Sarah;SWE;World Championships;Roma, Lazio;ITA
100m butterfly;Women;27/07/2009;56.06;SJOSTROM, Sarah;SWE;World Championships;Roma, Lazio;ITA
100m butterfly;Women;29/07/2012;55.98;VOLLMER, Dana;USA;Olympic Games;London, Greater London, England;GBR
100m butterfly;Women;02/08/2015;55.74;SJOSTROM, Sarah;SWE;World Championships;Kazan;RUS
100m butterfly;Women;03/08/2015;55.64;SJOSTROM, Sarah;SWE;World Championships;Kazan;RUS
100m butterfly;Women;07/08/2016;55.48;SJOSTROM, Sarah;SWE;Olympic Games;Rio de Janeiro;BRA
100m butterfly;Women;15/06/2024;55.18;WALSH, Gretchen;USA;USA Olympic Trials;Indianapolis, Indiana;USA
200m butterfly;Women;29/06/1958;2:40.5;RAMEY, Nancy;USA;LA Herald-Examiner Meet;Los Angeles, California;USA
200m butterfly;Women;13/09/1958;2:38.9;LAGERBERG, Tineke;NED;;Naarden;NED
200m butterfly;Women;19/09/1958;2:38.1;LAGERBERG, Tineke;NED;;Naarden;NED
200m butterfly;Women;19/07/1959;2:37.0;COLLINS, Becky;USA;;Redding, California;USA
200m butterfly;Women;12/06/1960;2:34.4;HEEMSKERK, Marianne;NED;;Leipzig;GDR
200m butterfly;Women;13/08/1961;2:32.8;COLLINS, Becky;USA;;Philadelphia, Pennsylvania;USA
200m butterfly;Women;19/08/1962;2:31.2;FINNERAN, Sharon;USA;;Chicago, Illinois;USA
200m butterfly;Women;25/08/1962;2:30.7;FINNERAN, Sharon;USA;;Los Altos, California;USA
200m butterfly;Women;27/07/1963;2:29.1;PITT, Susan;USA;;Philadelphia, Pennsylvania;USA
200m butterfly;Women;12/07/1964;2:28.1;STOUDER, Sharon;USA;;Los Angeles, California;USA
200m butterfly;Women;02/08/1964;2:26.4;STOUDER, Sharon;USA;USA Summer Nationals;Los Altos, California;USA
200m butterfly;Women;15/08/1965;2:26.3;MOORE, Kendis;USA;AAU Championships;Maumee, Ohio;USA
200m butterfly;Women;21/08/1965;2:25.8;KOK, Ada;NED;;Leiden;NED
200m butterfly;Women;12/09/1965;2:25.3;KOK, Ada;NED;;Groningen;NED
200m butterfly;Women;02/08/1967;2:22.5;KOK, Ada;NED;;Groningen;NED
200m butterfly;Women;25/08/1967;2:21.0;KOK, Ada;NED;;Blackpool, Lancashire, England;GBR
200m butterfly;Women;11/07/1970;2:20.7;MOE, Karen;USA;;Santa Clara, California;USA
200m butterfly;Women;22/08/1970;2:19.32;JONES, Alice;USA;AAU Championships;Los Angeles, California;USA
200m butterfly;Women;07/08/1971;2:18.59;MOE, Karen;USA;Los Angeles Invitational;Los Angeles, California;USA
200m butterfly;Women;28/08/1971;2:18.40;DANIEL, Ellie;USA;AAU Championships;Houston, Texas;USA
200m butterfly;Women;28/08/1971;2:18.40;DANIEL, Ellie;USA;AAU Championships;Houston, Texas;USA
200m butterfly;Women;10/09/1971;2:18.4;DANIEL, Ellie;USA;USA v URS v GBR Tri-Meet;Minsk, Belorussia;URS
200m butterfly;Women;06/08/1972;2:16.62;MOE, Karen;USA;USA Olympic Trials;Chicago, Illinois;USA
200m butterfly;Women;04/09/1972;2:15.57;MOE, Karen;USA;Olympic Games;München, Bavaria;FRG
200m butterfly;Women;08/09/1973;2:15.455;KOTHER-GABRIEL, Rosemarie;GDR;World Championships;Beograd (Belgrade);YUG
200m butterfly;Women;08/09/1973;2:13.766;KOTHER-GABRIEL, Rosemarie;GDR;World Championships;Beograd (Belgrade);YUG
200m butterfly;Women;14/03/1976;2:13.60;KOTHER-GABRIEL, Rosemarie;GDR;;Tallinn;URS
200m butterfly;Women;04/06/1976;2:12.84;KOTHER-GABRIEL, Rosemarie;GDR;GDR Olympic Trials;Berlin;GDR
200m butterfly;Women;05/06/1976;2:11.22;KOTHER-GABRIEL, Rosemarie;GDR;GDR Olympic Trials;Berlin;GDR
200m butterfly;Women;09/04/1978;2:11.20;POLLACK, Andrea;GDR;;Leningrad;URS
200m butterfly;Women;04/07/1978;2:09.87;POLLACK, Andrea;GDR;GDR Nationals & World Championship Trials;Berlin;GDR
200m butterfly;Women;26/08/1978;2:09.87;CAULKINS, Tracy;USA;World Championships;Berlin;FRG
200m butterfly;Women;07/07/1979;2:09.77;MEAGHER, Mary T;USA;Pan American Games;San Juan;PUR
200m butterfly;Women;16/08/1979;2:08.41;MEAGHER, Mary T;USA;AAU Championships;Fort Lauderdale, Florida;USA
200m butterfly;Women;16/08/1979;2:07.01;MEAGHER, Mary T;USA;AAU Championships;Fort Lauderdale, Florida;USA
200m butterfly;Women;30/07/1980;2:06.37;MEAGHER, Mary T;USA;;Irvine, California;USA
200m butterfly;Women;13/08/1981;2:05.96;MEAGHER, Mary T;USA;USA Nationals;Brown Deer, Wisconsin;USA
200m butterfly;Women;17/05/2000;2:05.81;O'NEILL, Susie;AUS;Australian Olympic Trials;Sydney, New South Wales;AUS
200m butterfly;Women;04/08/2002;2:05.78;JEDRZEJCZAK, Otylia;POL;European Championships;Berlin;GER
200m butterfly;Women;28/07/2005;2:05.61;JEDRZEJCZAK, Otylia;POL;World Championships;Montréal, Québec;CAN
200m butterfly;Women;17/08/2006;2:05.40;SCHIPPER, Jess;AUS;Pan Pacific Championships;Victoria, British Columbia;CAN
200m butterfly;Women;14/08/2008;2:04.18;LIU, Zige;CHN;Olympic Games;Beijing;CHN
200m butterfly;Women;29/07/2009;2:04.14;DESCENZA, Mary;USA;World Championships;Roma, Lazio;ITA
200m butterfly;Women;30/07/2009;2:03.41;SCHIPPER, Jess;AUS;World Championships;Roma, Lazio;ITA
200m butterfly;Women;21/10/2009;2:01.81;LIU, Zige;CHN;;Jinan;CHN
50m backstroke;Women;12/06/1999;28.78;VOLKER, Sandra;GER;Mare Nostrum;Monte Carlo;MON
50m backstroke;Women;01/08/1999;28.71;VOLKER, Sandra;GER;European Championships;Istanbul;TUR
50m backstroke;Women;08/04/2000;28.69;ZHIVANEVSKAYA, Nina;ESP;Spain Spring Nationals;Madrid;ESP
50m backstroke;Women;25/04/2000;28.67;NAKAMURA, Mai;JPN;Japan Championships;Tokyo;JPN
50m backstroke;Women;17/06/2000;28.25;VOLKER, Sandra;GER;German Championships;Berlin;GER
50m backstroke;Women;25/05/2005;28.19;PIETSCH, Janine;GER;German Championships;Berlin;GER
50m backstroke;Women;28/03/2007;28.16;VAZIRI, Leila;USA;World Championships;Melbourne, Victoria;AUS
50m backstroke;Women;29/03/2007;28.16;VAZIRI, Leila;USA;World Championships;Melbourne, Victoria;AUS
50m backstroke;Women;19/10/2007;28.09;LI, Yang;CHN;World Military Games;Hyderabad;IND
50m backstroke;Women;07/03/2008;28.00;MCGREGORY, Hayley;USA;Texas Senior Circuit Championships;Austin, Texas;USA
50m backstroke;Women;22/03/2008;27.95;SEEBOHM, Emily;AUS;Australia Championships;Sydney, New South Wales;AUS
50m backstroke;Women;23/03/2008;27.67;EDINGTON, Sophie;AUS;Australia Championships;Sydney, New South Wales;AUS
50m backstroke;Women;09/04/2009;27.67;ZHAO, Jing;CHN;China Championships;Shaoxing;CHN
50m backstroke;Women;26/06/2009;27.61;SAMULSKI, Daniela;GER;German Championships;Berlin;GER
50m backstroke;Women;29/07/2009;27.39;SAMULSKI, Daniela;GER;World Championships;Roma, Lazio;ITA
50m backstroke;Women;29/07/2009;27.38;FESIKOVA, Anastasiia;RUS;World Championships;Roma, Lazio;ITA
50m backstroke;Women;30/07/2009;27.06;ZHAO, Jing;CHN;World Championships;Roma, Lazio;ITA
50m backstroke;Women;21/08/2018;26.98;LIU, Xiang;CHN;Asian Games;Jakarta;IND
50m backstroke;Women;20/10/2023;26.86;MCKEOWN, Kaylee;AUS;World Cup;Budapest;HUN
100m backstroke;Women;06/07/1923;1:36.7;HART, Doris;GBR;;Gothenburg;
100m backstroke;Women;29/07/1923;1:35.0;MULLEROVA, Jarmila;TCH;;Prague;
100m backstroke;Women;08/08/1923;1:26.6;BAUER, Sybil;USA;;Newark;
100m backstroke;Women;06/01/1924;1:22.4;BAUER, Sybil;USA;;Miami;
100m backstroke;Women;10/07/1927;1:22.0;DEN TURK, Willy;NED;;Rotterdam;
100m backstroke;Women;11/08/1928;1:21.6;PHILIPSEN-BRAUN, Maria;NED;Olympic Games;Amsterdam;
100m backstroke;Women;20/04/1929;1:21.4;PHILIPSEN-BRAUN, Maria;NED;;Brussels;
100m backstroke;Women;27/11/1929;1:21.0;PHILIPSEN-BRAUN, Maria;NED;;Gravenhage;
100m backstroke;Women;27/02/1930;1:20.6;MEALING, Bonnie;AUS;;Sydney;
100m backstroke;Women;30/05/1932;1:18.6;HARDING, Phyllis;GBR;;Wallasey;
100m backstroke;Women;16/07/1932;1:18.2;HOLM, Eleanor;USA;;Jones Beach;
100m backstroke;Women;25/11/1934;1:16.8;MASTENBROEK, Rie;NED;;Dusseldorf;
100m backstroke;Women;15/01/1935;1:16.3;HOLM, Eleanor;USA;;Chicago;
100m backstroke;Women;27/02/1936;1:15.8;MASTENBROEK, Rie;NED;;Amsterdam;
100m backstroke;Women;08/09/1936;1:15.7;SENFF, Nida;NED;;Copenhagen;
100m backstroke;Women;10/09/1936;1:15.4;SENFF, Nida;NED;;Copenhagen;
100m backstroke;Women;25/10/1936;1:13.6;SENFF, Nida;NED;;Dusseldorf;
100m backstroke;Women;01/11/1938;1:13.5;KINT, Cor;NED;;Copenhagen;
100m backstroke;Women;10/11/1938;1:13.2;VAN FEGGELEN, Iet;NED;;Amsterdam;
100m backstroke;Women;12/11/1938;1:13.0;VAN FEGGELEN, Iet;NED;;Gravenhage;
100m backstroke;Women;26/11/1938;1:12.9;VAN FEGGELEN, Iet;NED;;Antwerp;
100m backstroke;Women;22/09/1939;1:10.9;KINT, Cor;NED;;Rotterdam;
100m backstroke;Women;05/12/1956;1:12.9;GRINHAM, Judith;GBR;;Melborune;
100m backstroke;Women;12/03/1958;1:12.5;GOULD, Philippa;NZL;;Auckland;
100m backstroke;Women;19/04/1958;1:12.4;EDWARDS, Margaret;GBR;;Cardiff;
100m backstroke;Women;20/07/1958;1:12.3;VAN VELSEN, Ria;NED;;Nijmegen;
100m backstroke;Women;23/07/1958;1:11.9;GRINHAM, Judith;GBR;;Cardiff;
100m backstroke;Women;26/07/1959;1:11.7;VAN VELSEN, Ria;NED;;Waalwijk;
100m backstroke;Women;06/11/1959;1:11.4;CONE, Carin;USA;;Chicago;
100m backstroke;Women;12/06/1960;1:11.0;VAN VELSEN, Ria;NED;;Leipzig;
100m backstroke;Women;10/07/1960;1:10.9;VAN VELSEN, Ria;NED;;Maastricht;
100m backstroke;Women;17/07/1960;1:10.1;BURKE, Lynn;USA;;Indianapolis;
100m backstroke;Women;04/08/1960;1:10.0;BURKE, Lynn;USA;;Detroit;
100m backstroke;Women;05/08/1960;1:09.2;BURKE, Lynn;USA;;Detroit;
100m backstroke;Women;02/09/1960;1:09.0;BURKE, Lynn;USA;;Rome;
100m backstroke;Women;28/07/1963;1:08.9;DE VARONA, Donna;USA;;Los Angeles;
100m backstroke;Women;14/06/1964;1:08.6;CARON, Christine Kiki;FRA;;Paris;
100m backstroke;Women;28/09/1964;1:08.3;DUENKEL, Ginny;USA;;Los Angeles;
100m backstroke;Women;14/10/1964;1:07.7;FERGUSON, Cathy;USA;Olympic Games;Tokyo;JPN
100m backstroke;Women;23/07/1966;1:07.4;FARLIE, Ann;RSA;;Béziers;FRA
100m backstroke;Women;27/07/1967;1:07.3;TANNER, Elaine;CAN;Pan American Games;Winnipeg, Manitoba;CAN
100m backstroke;Women;30/07/1967;1:07.1;TANNER, Elaine;CAN;Pan American Games;Winnipeg, Manitoba;CAN
100m backstroke;Women;30/01/1968;1:06.7;MUIR, Karen;RSA;;Kimberley;RSA
100m backstroke;Women;06/04/1968;1:06.4;MUIR, Karen;RSA;;Paris;FRA
100m backstroke;Women;23/10/1968;1:06.2;HALL, Kaye;USA;Olympic Games;Ciudad de México;MEX
100m backstroke;Women;06/07/1969;1:05.6;MUIR, Karen;RSA;;Utrecht;NED
100m backstroke;Women;18/08/1973;1:05.39;RICHTER, Ulrike;GDR;;Utrecht;NED
100m backstroke;Women;04/09/1973;1:04.99;RICHTER, Ulrike;GDR;World Championships;Beograd (Belgrade);YUG
100m backstroke;Women;31/01/1974;1:04.78;COOK, Wendy;CAN;;Christchurch;NZL
100m backstroke;Women;08/07/1974;1:04.43;RICHTER, Ulrike;GDR;GDR Nationals & European Championship Trials;Rostock;GDR
100m backstroke;Women;22/08/1974;1:04.09;RICHTER, Ulrike;GDR;European Championships;Wien (Vienna);AUT
100m backstroke;Women;23/08/1974;1:03.30;RICHTER, Ulrike;GDR;European Championships;Wien (Vienna);AUT
100m backstroke;Women;24/08/1974;1:03.08;RICHTER, Ulrike;GDR;European Championships;Wien (Vienna);AUT
100m backstroke;Women;01/09/1974;1:02.98;RICHTER, Ulrike;GDR;USA v GDR Dual Meet;Concord, California;USA
100m backstroke;Women;14/03/1976;1:02.60;RICHTER, Ulrike;GDR;;Tallinn;URS
100m backstroke;Women;03/06/1976;1:01.62;ENDER, Kornelia;GDR;GDR Olympic Trials;Berlin;GDR
100m backstroke;Women;05/06/1976;1:01.51;RICHTER, Ulrike;GDR;GDR Olympic Trials;Berlin;GDR
100m backstroke;Women;20/07/1980;1:01.51;REINISCH, Rica;GDR;Olympic Games;Moskva (Moscow);URS
100m backstroke;Women;22/07/1980;1:01.50;REINISCH, Rica;GDR;Olympic Games;Moskva (Moscow);URS
100m backstroke;Women;23/07/1980;1:00.86;REINISCH, Rica;GDR;Olympic Games;Moskva (Moscow);URS
100m backstroke;Women;24/08/1984;1:00.59;KLEBER, Ina;GDR;Friendship Games;Moskva (Moscow);URS
100m backstroke;Women;22/08/1991;1:00.31;EGERSZEGI, Krisztina;HUN;European Championships;Athina;GRE
100m backstroke;Women;10/09/1994;1:00.16;HE, Cihong;CHN;World Championships;Roma, Lazio;ITA
100m backstroke;Women;13/08/2002;59.58;COUGHLIN, Natalie;USA;USA Nationals;Fort Lauderdale, Florida;USA
100m backstroke;Women;27/03/2007;59.44;COUGHLIN, Natalie;USA;World Championships;Melbourne, Victoria;AUS
100m backstroke;Women;17/02/2008;59.21;COUGHLIN, Natalie;USA;Missouri Grand Prix;Columbia, Missouri;USA
